# iteration	operator	status	plan id	creator	parent	vehicle	pax	score	budget	start time	end time	important stops	links
0	para_0_1	PROSPECTING	0_0	CreateNewPlan	none	5	0	-825.1941250122583	-824.1941250122583	01:00:00	09:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
0	para_0_1	PROSPECTING	=====	=====	=====	5	0	-825.1941250122583	-824.1941250122583	=====	=====	=====	=====
0	para_0_2	PROSPECTING	0_0	CreateNewPlan	none	5	0	-778.3967034034897	-777.3967034034897	11:00:00	15:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
0	para_0_2	PROSPECTING	=====	=====	=====	5	0	-778.3967034034897	-777.3967034034897	=====	=====	=====	=====
0	para_0_3	PROSPECTING	0_0	CreateNewPlan	none	5	0	-557.6983493767799	-556.6983493767799	21:15:00	22:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
0	para_0_3	PROSPECTING	=====	=====	=====	5	0	-557.6983493767799	-556.6983493767799	=====	=====	=====	=====
0	para_0_4	PROSPECTING	0_0	CreateNewPlan	none	5	0	-555.0233493767798	-554.0233493767798	18:30:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
0	para_0_4	PROSPECTING	=====	=====	=====	5	0	-555.0233493767798	-554.0233493767798	=====	=====	=====	=====
0	para_0_5	PROSPECTING	0_0	CreateNewPlan	none	5	0	-748.5921753092183	-747.5921753092183	10:00:00	13:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
0	para_0_5	PROSPECTING	=====	=====	=====	5	0	-748.5921753092183	-747.5921753092183	=====	=====	=====	=====
0	para_0_6	PROSPECTING	0_0	CreateNewPlan	none	5	0	-536.9695394877898	-535.9695394877898	21:30:00	22:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
0	para_0_6	PROSPECTING	=====	=====	=====	5	0	-536.9695394877898	-535.9695394877898	=====	=====	=====	=====
0	para_0_7	PROSPECTING	0_0	CreateNewPlan	none	5	0	-1325.027452819347	-1324.027452819347	02:00:00	19:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
0	para_0_7	PROSPECTING	=====	=====	=====	5	0	-1325.027452819347	-1324.027452819347	=====	=====	=====	=====
0	para_0_8	PROSPECTING	0_0	CreateNewPlan	none	5	0	-802.4231398140524	-801.4231398140524	08:15:00	13:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
0	para_0_8	PROSPECTING	=====	=====	=====	5	0	-802.4231398140524	-801.4231398140524	=====	=====	=====	=====
0	para_0_9	PROSPECTING	0_0	CreateNewPlan	none	5	0	-601.7177938212237	-600.7177938212237	09:15:00	10:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
0	para_0_9	PROSPECTING	=====	=====	=====	5	0	-601.7177938212237	-600.7177938212237	=====	=====	=====	=====
0	para_0_10	PROSPECTING	0_0	CreateNewPlan	none	5	0	-921.5500895170886	-920.5500895170886	13:00:00	23:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
0	para_0_10	PROSPECTING	=====	=====	=====	5	0	-921.5500895170886	-920.5500895170886	=====	=====	=====	=====
1	para_0_1	PROSPECTING	0_0	CreateNewPlan	none	3	0	-474.25320067684163	-298.4473256890999	01:00:00	09:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
1	para_0_1	PROSPECTING	=====	=====	=====	3	0	-474.25320067684163	-298.4473256890999	=====	=====	=====	=====
1	para_0_2	PROSPECTING	0_0	CreateNewPlan	none	3	0	-355.9032009689521	-133.2999043724418	11:00:00	15:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
1	para_0_2	PROSPECTING	=====	=====	=====	3	0	-355.9032009689521	-133.2999043724418	=====	=====	=====	=====
1	para_0_3	PROSPECTING	0_0	CreateNewPlan	none	3	0	-329.6050370289308	113.69661359428932	21:15:00	22:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
1	para_0_3	PROSPECTING	=====	=====	=====	3	0	-329.6050370289308	113.69661359428932	=====	=====	=====	=====
1	para_0_4	PROSPECTING	0_0	CreateNewPlan	none	3	0	-330.46816963678	115.50848098644019	18:30:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
1	para_0_4	PROSPECTING	=====	=====	=====	3	0	-330.46816963678	115.50848098644019	=====	=====	=====	=====
1	para_0_5	PROSPECTING	0_0	CreateNewPlan	none	3	0	-343.40353870874765	-90.99571401796595	10:00:00	13:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
1	para_0_5	PROSPECTING	=====	=====	=====	3	0	-343.40353870874765	-90.99571401796595	=====	=====	=====	=====
1	para_0_6	PROSPECTING	0_0	CreateNewPlan	none	3	0	-320.42851022495483	143.60195028725536	21:30:00	22:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
1	para_0_6	PROSPECTING	=====	=====	=====	3	0	-320.42851022495483	143.60195028725536	=====	=====	=====	=====
1	para_0_7	PROSPECTING	0_0	CreateNewPlan	none	2	0	-401.80929365084756	-225.83674647019456	02:00:00	19:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
1	para_0_7	PROSPECTING	=====	=====	=====	2	0	-401.80929365084756	-225.83674647019456	=====	=====	=====	=====
1	para_0_8	PROSPECTING	0_0	CreateNewPlan	none	3	0	-364.59119086573105	-166.01433067978348	08:15:00	13:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
1	para_0_8	PROSPECTING	=====	=====	=====	3	0	-364.59119086573105	-166.01433067978348	=====	=====	=====	=====
1	para_0_9	PROSPECTING	0_0	CreateNewPlan	none	3	0	-319.4292665059945	79.85293967278176	09:15:00	10:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
1	para_0_9	PROSPECTING	=====	=====	=====	3	0	-319.4292665059945	79.85293967278176	=====	=====	=====	=====
1	para_0_10	PROSPECTING	0_0	CreateNewPlan	none	3	0	-482.86497767557756	-403.4150671926662	13:00:00	23:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
1	para_0_10	PROSPECTING	=====	=====	=====	3	0	-482.86497767557756	-403.4150671926662	=====	=====	=====	=====
2	para_0_1	PROSPECTING	0_0	CreateNewPlan	none	2	0	-321.42308284646396	-119.87040853556385	01:00:00	09:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
2	para_0_1	PROSPECTING	=====	=====	=====	2	0	-321.42308284646396	-119.87040853556385	=====	=====	=====	=====
2	para_0_2	PROSPECTING	0_0	CreateNewPlan	none	2	0	-259.4374475362915	107.26264809126673	11:00:00	15:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
2	para_0_2	PROSPECTING	=====	=====	=====	2	0	-259.4374475362915	107.26264809126673	=====	=====	=====	=====
2	para_0_3	PROSPECTING	0_0	CreateNewPlan	none	2	0	-220.88805645633101	-263.5133319943972	21:15:00	22:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_3	PROSPECTING	2_0	WeightedStartTimeExtension	0_0	1	0	-156.32188913235552	-263.5133319943972	14:45:00	22:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_3	PROSPECTING	=====	=====	=====	3	0	-377.20994558868654	-263.5133319943972	=====	=====	=====	=====
2	para_0_4	PROSPECTING	0_0	CreateNewPlan	none	2	0	-220.7741675674422	-297.44428225733463	18:30:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_4	PROSPECTING	2_0	WeightedStartTimeExtension	0_0	1	0	-192.17859567633266	-297.44428225733463	07:30:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_4	PROSPECTING	=====	=====	=====	3	0	-412.9527632437748	-297.44428225733463	=====	=====	=====	=====
2	para_0_5	PROSPECTING	0_0	CreateNewPlan	none	2	0	-248.31405049178568	160.69023549024837	10:00:00	13:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
2	para_0_5	PROSPECTING	=====	=====	=====	2	0	-248.31405049178568	160.69023549024837	=====	=====	=====	=====
2	para_0_6	PROSPECTING	0_0	CreateNewPlan	none	2	0	-213.93264361184555	-188.09879640181816	21:30:00	22:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
2	para_0_6	PROSPECTING	2_0	WeightedEndTimeExtension	0_0	1	0	-117.76810307722799	-188.09879640181816	21:30:00	24:00:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
2	para_0_6	PROSPECTING	=====	=====	=====	3	0	-331.7007466890735	-188.09879640181816	=====	=====	=====	=====
2	para_0_7	PROSPECTING	0_0	CreateNewPlan	none	1	0	-223.8635889327431	50.29966459706233	02:00:00	19:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
2	para_0_7	PROSPECTING	=====	=====	=====	1	0	-223.8635889327431	50.29966459706233	=====	=====	=====	=====
2	para_0_8	PROSPECTING	0_0	CreateNewPlan	none	2	0	-265.63331414940035	68.35235517081617	08:15:00	13:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_8	PROSPECTING	=====	=====	=====	2	0	-265.63331414940035	68.35235517081617	=====	=====	=====	=====
2	para_0_9	PROSPECTING	0_0	CreateNewPlan	none	2	0	-220.77098549031678	-253.35341488950286	09:15:00	10:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_9	PROSPECTING	2_0	WeightedEndTimeExtension	0_0	1	0	-112.43536907196783	-253.35341488950286	09:15:00	11:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_9	PROSPECTING	=====	=====	=====	3	0	-333.2063545622846	-253.35341488950286	=====	=====	=====	=====
2	para_0_10	PROSPECTING	0_0	CreateNewPlan	none	2	0	-339.3752755380645	-242.79034273073069	13:00:00	23:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
2	para_0_10	PROSPECTING	=====	=====	=====	2	0	-339.3752755380645	-242.79034273073069	=====	=====	=====	=====
3	para_0_1	PROSPECTING	0_0	CreateNewPlan	none	1	0	-160.43356149578037	219.69602996865578	01:00:00	09:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_1	PROSPECTING	=====	=====	=====	1	0	-160.43356149578037	219.69602996865578	=====	=====	=====	=====
3	para_0_2	PROSPECTING	0_0	CreateNewPlan	none	1	0	-129.39352161847196	-169.62982223205825	11:00:00	15:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_2	PROSPECTING	3_0	WeightedStartTimeExtension	0_0	1	0	-147.498948704853	-169.62982223205825	08:30:00	15:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_2	PROSPECTING	=====	=====	=====	2	0	-276.89247032332497	-169.62982223205825	=====	=====	=====	=====
3	para_0_3	PROSPECTING	0_0	CreateNewPlan	none	1	0	-110.58173037783932	6.369306967518071	21:15:00	22:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_3	PROSPECTING	3_1	WeightedEndTimeExtension	0_0	1	0	-119.53563066024537	6.369306967518071	21:15:00	24:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_3	PROSPECTING	=====	=====	=====	2	0	-230.1173610380847	6.369306967518071	=====	=====	=====	=====
3	para_0_4	PROSPECTING	0_0	CreateNewPlan	none	1	0	-110.5845081556171	-32.541195223554126	18:30:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_4	PROSPECTING	3_1	WeightedEndTimeExtension	0_0	1	0	-124.51240481060239	-32.541195223554126	18:30:00	22:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_4	PROSPECTING	=====	=====	=====	2	0	-235.0969129662195	-32.541195223554126	=====	=====	=====	=====
3	para_0_5	PROSPECTING	0_0	CreateNewPlan	none	1	0	-124.56437398968485	-145.4556546646163	10:00:00	13:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_5	PROSPECTING	3_0	WeightedEndTimeExtension	0_0	1	0	-181.58151616517983	-145.4556546646163	10:00:00	21:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_5	PROSPECTING	=====	=====	=====	2	0	-306.1458901548647	-145.4556546646163	=====	=====	=====	=====
3	para_0_6	PROSPECTING	0_0	CreateNewPlan	none	1	0	-107.13596840004102	92.21042168172863	21:30:00	22:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_6	PROSPECTING	3_1	WeightedEndTimeExtension	0_0	1	0	-112.55481351641218	92.21042168172863	21:30:00	23:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_6	PROSPECTING	=====	=====	=====	2	0	-219.6907819164532	92.21042168172863	=====	=====	=====	=====
3	para_0_7	BANKRUPT	3_0	WeightedEndTimeExtension	0_0	1	0	-241.66351278122244	-191.3638481841601	02:00:00	22:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
3	para_0_7	BANKRUPT	=====	=====	=====	1	0	-241.66351278122244	-191.3638481841601	=====	=====	=====	=====
3	para_0_8	PROSPECTING	0_0	CreateNewPlan	none	1	0	-133.40317248515913	-165.05081731434296	08:15:00	13:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_8	PROSPECTING	=====	=====	=====	2	0	-133.40317248515913	-165.05081731434296	=====	=====	=====	=====
3	para_0_9	PROSPECTING	0_0	CreateNewPlan	none	1	0	-110.573397044506	-39.29503853837184	09:15:00	10:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_9	PROSPECTING	3_1	WeightedEndTimeExtension	0_0	1	0	-175.36822660436297	-39.29503853837184	09:15:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_9	PROSPECTING	=====	=====	=====	2	0	-285.941623648869	-39.29503853837184	=====	=====	=====	=====
3	para_0_10	PROSPECTING	0_0	CreateNewPlan	none	1	0	-169.4775112474626	87.73214602180673	13:00:00	23:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
3	para_0_10	PROSPECTING	=====	=====	=====	1	0	-169.4775112474626	87.73214602180673	=====	=====	=====	=====
4	para_0_1	PROSPECTING	4_0	WeightedStartTimeExtension	0_0	1	0	-162.58007975461786	57.11595021403792	00:45:00	09:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
4	para_0_1	PROSPECTING	=====	=====	=====	1	0	-162.58007975461786	57.11595021403792	=====	=====	=====	=====
4	para_0_2	PROSPECTING	0_0	CreateNewPlan	none	1	0	-129.31614814004186	201.0540296278999	11:00:00	15:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
4	para_0_2	PROSPECTING	=====	=====	=====	1	0	-129.31614814004186	201.0540296278999	=====	=====	=====	=====
4	para_0_3	PROSPECTING	4_2	WeightedEndTimeExtension	0_0	1	0	-115.87001993865505	-209.50071297113698	21:15:00	23:30:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
4	para_0_3	PROSPECTING	=====	=====	=====	2	0	-115.87001993865505	-209.50071297113698	=====	=====	=====	=====
4	para_0_4	PROSPECTING	4_2	WeightedStartTimeExtension	0_0	1	0	-131.2900398773099	336.1687648991359	15:30:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
4	para_0_4	PROSPECTING	=====	=====	=====	1	0	-131.2900398773099	336.1687648991359	=====	=====	=====	=====
4	para_0_5	PROSPECTING	4_1	WeightedEndTimeExtension	0_0	1	0	-183.00419500440523	171.54015033097846	10:00:00	21:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
4	para_0_5	PROSPECTING	=====	=====	=====	1	0	-183.00419500440523	171.54015033097846	=====	=====	=====	=====
4	para_0_6	PROSPECTING	0_0	CreateNewPlan	none	1	0	-107.34430173337431	-127.40217815759925	21:30:00	22:30:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
4	para_0_6	PROSPECTING	3_1	WeightedEndTimeExtension	0_0	1	0	-112.26829810595358	-127.40217815759925	21:30:00	23:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
4	para_0_6	PROSPECTING	=====	=====	=====	2	0	-219.61259983932788	-127.40217815759925	=====	=====	=====	=====
4	para_0_8	PROSPECTING	4_1	WeightedEndTimeExtension	0_0	1	0	-176.84322660436467	158.10595608129236	08:15:00	19:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
4	para_0_8	PROSPECTING	=====	=====	=====	1	0	-176.84322660436467	158.10595608129236	=====	=====	=====	=====
4	para_0_9	PROSPECTING	4_2	WeightedStartTimeExtension	0_0	1	0	-171.31690907100904	289.3880523906191	00:30:00	10:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
4	para_0_9	PROSPECTING	=====	=====	=====	1	0	-171.31690907100904	289.3880523906191	=====	=====	=====	=====
4	para_0_10	BANKRUPT	4_0	WeightedStartTimeExtension	0_0	1	0	-251.45079871461573	-163.718652692809	01:15:00	23:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
4	para_0_10	BANKRUPT	=====	=====	=====	1	0	-251.45079871461573	-163.718652692809	=====	=====	=====	=====
4	para_4_11	PROSPECTING	4_0	CreateNewPlan	none	5	0	-561.8546231376171	-560.8546231376171	22:15:00	24:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
4	para_4_11	PROSPECTING	=====	=====	=====	5	0	-561.8546231376171	-560.8546231376171	=====	=====	=====	=====
5	para_0_1	BANKRUPT	4_0	WeightedStartTimeExtension	0_0	1	0	-163.45149337814598	-106.33554316410806	00:45:00	09:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
5	para_0_1	BANKRUPT	=====	=====	=====	1	0	-163.45149337814598	-106.33554316410806	=====	=====	=====	=====
5	para_0_2	PROSPECTING	5_1	WeightedEndTimeExtension	0_0	1	0	-145.1365200603886	55.9175095675113	11:00:00	17:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
5	para_0_2	PROSPECTING	=====	=====	=====	1	0	-145.1365200603886	55.9175095675113	=====	=====	=====	=====
5	para_0_3	PROSPECTING	5_4	WeightedStartTimeExtension	4_2	1	0	-178.52509969327195	111.97418733559107	12:15:00	23:30:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
5	para_0_3	PROSPECTING	=====	=====	=====	1	0	-178.52509969327195	111.97418733559107	=====	=====	=====	=====
5	para_0_4	PROSPECTING	5_3	WeightedStartTimeExtension	4_2	1	0	-148.76369851009227	187.40506638904364	13:00:00	20:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
5	para_0_4	PROSPECTING	=====	=====	=====	1	0	-148.76369851009227	187.40506638904364	=====	=====	=====	=====
5	para_0_5	BANKRUPT	5_2	WeightedStartTimeExtension	4_1	1	0	-247.93281451459515	-76.39266418361669	00:30:00	21:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
5	para_0_5	BANKRUPT	=====	=====	=====	1	0	-247.93281451459515	-76.39266418361669	=====	=====	=====	=====
5	para_0_6	PROSPECTING	5_2	WeightedEndTimeExtension	0_0	1	0	-108.81460709416955	263.7832147482312	21:30:00	22:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
5	para_0_6	PROSPECTING	=====	=====	=====	1	0	-108.81460709416955	263.7832147482312	=====	=====	=====	=====
5	para_0_8	BANKRUPT	5_2	WeightedEndTimeExtension	4_1	1	0	-194.3502185704784	-36.24426248918604	08:15:00	21:30:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
5	para_0_8	BANKRUPT	=====	=====	=====	1	0	-194.3502185704784	-36.24426248918604	=====	=====	=====	=====
5	para_0_9	PROSPECTING	5_3	WeightedStartTimeExtension	4_2	1	0	-173.70665887624875	115.68139351437037	00:15:00	10:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
5	para_0_9	PROSPECTING	=====	=====	=====	1	0	-173.70665887624875	115.68139351437037	=====	=====	=====	=====
5	para_4_11	PROSPECTING	4_0	CreateNewPlan	none	3	0	-336.05211654008303	103.0932603222999	22:15:00	24:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
5	para_4_11	PROSPECTING	=====	=====	=====	3	0	-336.05211654008303	103.0932603222999	=====	=====	=====	=====
5	para_5_12	PROSPECTING	5_0	CreateNewPlan	none	5	0	-877.6379509446933	-876.6379509446933	02:00:00	12:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
5	para_5_12	PROSPECTING	=====	=====	=====	5	0	-877.6379509446933	-876.6379509446933	=====	=====	=====	=====
6	para_0_2	BANKRUPT	6_2	WeightedStartTimeExtension	5_1	1	0	-197.04598054827832	-141.12847098076702	03:30:00	17:15:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
6	para_0_2	BANKRUPT	=====	=====	=====	1	0	-197.04598054827832	-141.12847098076702	=====	=====	=====	=====
6	para_0_3	BANKRUPT	6_5	WeightedEndTimeExtension	5_4	1	0	-181.84863944884788	-69.87445211325681	12:15:00	24:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
6	para_0_3	BANKRUPT	=====	=====	=====	1	0	-181.84863944884788	-69.87445211325681	=====	=====	=====	=====
6	para_0_4	PROSPECTING	6_4	WeightedEndTimeExtension	5_3	1	0	-166.2717464212877	21.133319967755938	13:00:00	22:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
6	para_0_4	PROSPECTING	=====	=====	=====	1	0	-166.2717464212877	21.133319967755938	=====	=====	=====	=====
6	para_0_6	PROSPECTING	6_3	WeightedEndTimeExtension	5_2	1	0	-116.28390882754391	147.4993059206873	21:30:00	23:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
6	para_0_6	PROSPECTING	=====	=====	=====	1	0	-116.28390882754391	147.4993059206873	=====	=====	=====	=====
6	para_0_9	BANKRUPT	6_4	WeightedEndTimeExtension	5_3	1	0	-268.8028344532589	-153.12144093888855	00:15:00	23:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
6	para_0_9	BANKRUPT	=====	=====	=====	1	0	-268.8028344532589	-153.12144093888855	=====	=====	=====	=====
6	para_4_11	PROSPECTING	4_0	CreateNewPlan	none	2	0	-224.42033384458807	-281.8442680154395	22:15:00	24:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
6	para_4_11	PROSPECTING	6_1	WeightedStartTimeExtension	4_0	1	0	-160.51719449315138	-281.8442680154395	15:45:00	24:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
6	para_4_11	PROSPECTING	=====	=====	=====	3	0	-384.9375283377394	-281.8442680154395	=====	=====	=====	=====
6	para_5_12	PROSPECTING	5_0	CreateNewPlan	none	3	0	-525.98709991242	-402.62505085711337	02:00:00	12:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
6	para_5_12	PROSPECTING	=====	=====	=====	3	0	-525.98709991242	-402.62505085711337	=====	=====	=====	=====
6	para_6_13	PROSPECTING	6_0	CreateNewPlan	none	5	0	-774.2611009349285	-773.2611009349285	14:00:00	21:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
6	para_6_13	PROSPECTING	=====	=====	=====	5	0	-774.2611009349285	-773.2611009349285	=====	=====	=====	=====
6	para_6_14	PROSPECTING	6_0	CreateNewPlan	none	5	0	-510.11738487194725	-509.11738487194725	21:30:00	21:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
6	para_6_14	PROSPECTING	=====	=====	=====	5	0	-510.11738487194725	-509.11738487194725	=====	=====	=====	=====
6	para_6_15	PROSPECTING	6_0	CreateNewPlan	none	5	0	-697.0498901305452	-696.0498901305452	06:15:00	11:45:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
6	para_6_15	PROSPECTING	=====	=====	=====	5	0	-697.0498901305452	-696.0498901305452	=====	=====	=====	=====
7	para_0_4	BANKRUPT	7_5	WeightedEndTimeExtension	6_4	1	0	-182.0085757376775	-160.87525576992155	13:00:00	23:15:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
7	para_0_4	BANKRUPT	=====	=====	=====	1	0	-182.0085757376775	-160.87525576992155	=====	=====	=====	=====
7	para_0_6	PROSPECTING	6_3	WeightedEndTimeExtension	5_2	1	0	-115.5553224510709	31.943983469616413	21:30:00	23:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
7	para_0_6	PROSPECTING	=====	=====	=====	1	0	-115.5553224510709	31.943983469616413	=====	=====	=====	=====
7	para_4_11	PROSPECTING	4_0	CreateNewPlan	none	1	0	-112.23259129419009	5.9231406903703885	22:15:00	24:00:00	[para_317944867_0_r, para_317944867_0]	[317944867_0_r, 317944867_0, 317944867_0_r]
7	para_4_11	PROSPECTING	=====	=====	=====	2	0	-112.23259129419009	5.9231406903703885	=====	=====	=====	=====
7	para_5_12	PROSPECTING	5_0	CreateNewPlan	none	1	0	-175.28443665402784	-262.21176565411827	02:00:00	12:45:00	[para_317944867_0, para_317944867_0_r]	[317944867_0, 317944867_0_r, 317944867_0]
