# Iteration [ ]	Operators [ ]	Operators IB [ ]	Routes [ ]	Routes IB [ ]	Pax served [ ]	Pax served by IB [ ]	Veh [ ]	Veh of IB [ ]	Avg. budget per operator [$]	Avg. budget per IB operator [$]	Avg. cash flow per route [$]	Avg. cash flow per route of IB [$]	Share of IB operators [%]	Share of IB routes [%]	Share of pax served by IB [%]	Share of veh served by IB [%]	Estimated mean of IB operators [ ]	Estimated SD of IB operators [ ]	Estimated mean of IB routes [ ]	Estimated SD of IB routes [ ]	Estimated mean of pax served by IB [ ]	Estimated SD of pax served by IB [ ]	Estimated mean of IB veh [ ]	Estimated SD of IB veh [ ]	Exact mean of IB operators [ ]	Exact SD of IB operators [ ]	Exact mean of IB routes [ ]	Exact SD of IB routes [ ]	Exact mean of pax served by IB [ ]	Exact SD of pax served by IB [ ]	Exact mean of IB veh [ ]	Exact SD of IB veh [ ]
0	10	0	10	0	0	0	50	0	-764.2592717938	NaN	-765.2592717938	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	NaN	0.0000000000	NaN	0.0000000000	NaN	0.0000000000	NaN	0.0000000000	NaN	0.0000000000	NaN	0.0000000000	NaN	
1	10	0	10	0	0	0	29	0	-86.5349103881	NaN	-372.2756385943	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
2	10	0	14	0	0	0	23	0	-97.8465673460	NaN	-222.3654692556	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
3	10	0	16	0	0	0	16	0	-33.7328471517	NaN	-141.1789248786	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
4	10	0	11	0	0	0	15	0	15.1896736585	NaN	-191.1944218256	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
5	10	0	10	0	0	0	16	0	-25.7755788905	NaN	-257.4371178182	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
6	10	0	11	0	0	0	26	0	-285.8389432954	NaN	-347.5096467170	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
7	10	0	11	0	0	0	29	0	-300.4278997323	NaN	-401.1830844001	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
8	10	0	11	0	0	0	23	0	-125.9170291656	NaN	-301.5242318275	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
9	10	0	14	0	0	0	22	0	-141.7001392177	NaN	-241.2785736075	NaN	0.0000000000	0.0000000000	NaN	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
